total_sqft,price
1330,93.0
1200,210.0
1530,60.0
1105,42.0
1566,180.0
1630,95.1
1256,62.8
1200,180.0
1595,75.0
1000,53.0
1475,58.99
2400,285.0
1000,28.88
2360,650.0
1737,95.0
1000,28.88
2100,150.0
3600,145.0
883,50.0
1243,46.0
1776,75.0
1347,37.72
1330,55.0
600,120.0
3730,370.0
1459,135.0
2259,135.0
2700,160.0
1008,32.25
1200,52.5
2328,528.0
600,110.0
660,15.5
1800,250.0
3100,550.0
1180 - 1630,50.58
602,26.0
1710,100.0
1500,82.0
1539,60.0
806,128.0
1100,53.0
1151,49.0
920,46.0
1350,78.3
1200,65.0
1265,78.0
600,60.0
1700,93.5
1600,75.0
1550,120.0
1560,125.0
1000,98.0
1243,46.0
1200,160.0
1403,56.0
1010,40.39
1416,94.0
1628,68.0
1660.4,211.0
1680,125.0
1595,62.0
1507,95.0
2560,288.0
1949,133.0
800,175.0
1000,28.88
905,50.0
2480,245.0
1495,200.0
1605,105.0
1290,73.0
1100,60.0
2100,92.0
995,49.8
500,55.0
3526,598.0
1425,47.0
1455,55.0
550,23.0
1385,48.48
7000,210.0
4000,130.0
1060,53.0
1080,75.0
1783,125.0
1520,90.0
1060,55.0
1267,54.35
1155,55.0
2500,180.0
1240,65.0
1570,78.0
1019,45.9
1355,76.0
1537,110.0
4075,226.0
1550,52.45
1100,50.0
1750,150.0
1466,71.0
1550,72.5
2300,102.0
540,22.5
950,130.0
2800,250.0
1020,48.0
2880,501.0
1987,165.0
1305,75.0
2100,125.0
1125,32.5
1225,49.5
1255,55.5
1191,90.0
3600,303.0
1165,33.64
865,35.11
1850,88.0
497,17.0
1232,89.0
1732,85.73
1614,100.0
600,22.0
2072,155.0
919,34.0
2100,90.0
672,54.0
800,110.0
1200,150.0
2849,250.0
1000,42.0
1216,75.0
2245,154.0
1476,125.0
1852,130.0
1225,47.0
1597,67.12
2423,160.0
1152,90.0
1762,133.0
1400,92.0
1530,74.4
2400,400.0
1185,40.17
1890,108.0
1247,58.0
700,104.0
1000,275.0
1201,59.99
830,40.0
1165,30.29
1100,55.0
1890,93.0
1685,60.0
3131,349.0
1165,43.0
827,45.0
396,48.0
1200,179.0
635,26.0
4000,380.0
1050,50.0
600,76.0
1819.18,168.0
1500,125.0
1500,57.0
2850,470.0
1751,72.0
4750,1102.0
1020,40.89
1148,43.5
1856,135.0
1754,650.0
4273,1100.0
1060,49.27
1300,60.0
3000,100.0
1325,65.0
1261,61.0
1100,46.0
700,33.0
1675,135.0
3400,190.0
3260,388.0
1180,56.0
1160,45.0
1863,105.0
1914,149.0
1458,79.0
1200,115.0
1105,40.0
3035,220.0
1200,160.0
1662,90.0
1556,86.0
918,50.0
1455,98.0
1205,70.0
1194,65.0
1200,75.0
1100,52.0
1405,48.87
929,56.0
3436,341.0
1035,39.33
2100,92.0
1065,40.47
1365 - 1700,84.29
1500,150.0
1200,99.0
1093,32.78
1250,45.0
1680,105.0
1146,50.0
1250,58.0
1451,60.44
1424,55.0
1435,62.0
658,26.91
1300,45.0
1242,65.0
1910,119.0
1610,85.0
1127,65.0
1075,42.0
1155,51.0
1280,250.0
1250,55.0
2200,160.0
2400,150.0
876,29.5
1850,89.0
1314,83.0
690,39.8
3500 - 3600,167.5
1230,55.0
920,37.2
1850,140.0
1073,60.0
1540,76.0
1550,63.5
1198,65.0
1656,90.0
1900,155.0
1910,142.0
1003,43.0
122Sq. Yards,48.0
1495,67.0
2172,76.02
2400,358.0
1200,95.0
1548,65.0
5400,972.0
2830 - 2882,154.5
1689,103.0
1031,53.0
2119,111.0
1200,46.13
1060,37.0
1100,61.0
1350,225.0
1050,80.0
1250,77.88
1100,110.0
1200,46.13
1420,46.0
1500,78.0
1942,155.0
1985,130.0
950,39.9
1200,80.0
1752,105.0
1200,120.0
1200,200.0
1480,84.0
600,81.0
1826,130.0
1035,39.33
2600,98.0
1667,92.0
934,55.0
84.53Sq. Meter,69.34
1620,76.0
1070,47.0
3600,180.0
1280,60.0
1400,60.0
1200,180.0
1330,64.0
1012,54.59
1611,48.33
1405,58.0
1515,90.0
1830,150.0
1710,60.0
935,51.5
2197,136.0
600,65.0
1678,92.13
1410,80.0
1125,65.0
1191,55.38
1200,79.0
1525,67.0
1464,56.0
920,27.0
651,17.5
600,25.0
645,16.45
1185,44.0
1190,68.0
2.09Acres,200.0
2830 - 2882,158.5
1355,73.0
1200,65.0
7000,550.0
1200,110.0
500,24.0
1250,50.0
1480,58.0
3300,329.0
1482 - 1684,70.445
1206,53.0
1357,130.0
925,46.5
909,40.9
3000,335.0
1100,55.0
3000,815.0
1100,54.0
975,65.0
1306,44.17
1200,95.0
610,39.0
1484,56.4
1125,47.0
1447,75.97
2882,158.0
750,88.0
2075,115.0
1250,58.0
1272,51.5
1050,125.0
625,24.0
840,50.0
2502,180.0
583,26.9
900,27.0
1115,50.0
1464,56.0
2200,121.0
750,51.0
1600,58.0
1365,49.0
1300,64.0
1200,69.0
1260,35.0
1190,33.92
2480,260.0
1250,38.0
1500,75.0
1510,47.57
1187,59.0
1120,53.76
981 - 1249,34.555
1717,99.0
2099,95.0
1100,58.0
1200,48.0
1465,45.87
1500,75.0
4050,600.0
1255,90.0
1220,88.0
1065,30.88
1765,80.0
1281,87.0
1210,25.0
1215,43.0
1200,87.0
1237,73.0
1300,70.0
1105,39.99
1505,42.0
3900,310.0
1186,65.0
900,51.0
750,35.5
1083,28.0
1430,78.65
1056,68.0
2108,85.0
1650,101.0
1220,36.6
1198,54.0
1190,70.0
900,41.0
2690,185.0
1340,65.0
2940,2250.0
2400,400.0
2324,26.73
1260,59.2
2254,153.0
2990,210.0
1800,250.0
820,45.0
1296,65.0
1190,53.55
1173,77.0
1800,90.0
1102,52.0
913,36.0
1176,35.27
1620,65.0
2968,225.0
1519,65.0
1345,106.0
1594,99.0
1250,68.0
1056,60.0
1200,68.4
1290,77.5
1150,48.0
1464,145.0
1200,36.0
861,36.5
1047,82.62
1200,75.0
1200,190.0
1065,45.0
2300,369.0
1000,62.0
1682,113.0
1756,131.0
4000,1000.0
1050,90.0
1238,67.32
814,42.0
1145,46.5
965,34.0
750,36.0
1300,55.0
1590,131.0
644,40.0
982,37.0
1260,100.0
1555,75.17
2500,450.0
1225,48.0
1085,46.0
1640,220.0
1595,110.0
1196,40.44
1859,108.0
1079,60.0
550,27.0
1118,42.0
1198,60.0
1100 - 1225,30.215
1830,135.0
1160,59.0
1485,156.0
2070,135.0
750,150.0
957,52.5
2400,310.0
1268,69.0
1450,87.0
1600,75.0
1330,57.0
1355,65.0
1272,51.5
1100,38.49
1220,58.0
1075,46.76
800,55.0
995,34.82
900,44.0
1140,42.0
1480,125.0
1710,90.63
2106,148.0
2400,270.0
3800,130.0
800,120.0
1602,104.0
1660,116.0
1549,80.0
700,38.0
1012,64.0
1469,89.0
1216,69.0
1065,56.13
1411,93.15
1400,57.5
1250,29.0
1245,62.0
1115,50.0
1000,35.0
1565 - 1595,71.89
1800,90.0
1500,130.0
645,16.45
1275,44.0
1494,82.0
1949,129.0
1020,46.5
883,45.0
3200,280.0
1680,125.0
2232,300.0
2010,125.0
1240,80.0
1213,63.0
1835,88.0
1800,185.0
2932,195.0
3425,250.0
945,45.0
1504,100.0
1569,150.0
1755,130.0
1760,140.0
1240,43.94
1450,72.54
1000,48.0
3820,306.0
2000,145.0
1215,59.0
24Guntha,550.0
1330,73.5
1178,75.0
1500,192.0
2040,59.0
2000,85.0
1602,165.0
1200,130.0
1194,46.0
1800,220.0
2400,152.0
1700,108.0
1200,65.0
1500,72.0
1240,165.0
3000,400.0
1737,85.0
900,55.0
1280,48.0
1560,85.0
883,44.0
750,33.0
2400,140.0
900,45.0
1030,49.35
1850,155.0
1831,110.0
1095,38.33
1320,38.13
1270 - 1275,40.72
1000,61.0
1820,85.4
1075,41.0
1500,83.0
360,16.9
840 - 1010,40.7
1140,70.93
1145,58.4
1862,120.0
947,43.0
697Sq. Meter,211.0
700,195.0
1120,40.0
2700,200.0
1805,75.0
1100,93.0
1355,135.0
1677,98.0
2500,95.0
1560,74.0
2060,150.0
1716,115.0
1864,140.0
638,32.0
1200,95.0
1150,170.0
937,30.0
1490,115.0
4856,410.0
4003,525.0
1100,37.0
1000,48.53
1060,37.0
1047,91.0
1200,80.0
1420,75.0
1539,85.0
1550,59.0
1555,82.0
600,138.0
1553,68.0
920,26.0
1740,120.0
1855,145.0
1724,146.0
1020,60.0
1000,150.0
1250,50.0
1450,75.0
1200,80.0
1140,58.0
900,110.0
550,16.0
1450,44.0
1500,25.49
700,35.07
1200,56.0
1050,45.0
1600,69.0
1625,75.0
1492,65.0
2830 - 2882,157.5
1489,82.0
1560,62.38
1140,42.0
1431,65.0
1682,114.0
1198,86.26
3664,325.0
1550,69.75
1026,45.0
1260,52.0
690,42.0
539,45.0
1200,85.0
2400,120.0
1200,79.55
2500,350.0
1186,40.0
1039,39.5
1500,233.0
1500,100.0
2520,150.0
1225,66.5
1350,72.0
1030,300.0
1550,49.6
1490,79.0
1520,111.0
4100,550.0
1391,64.5
1200,50.0
1200,86.0
2500,500.0
1322,80.0
2173,128.0
1200,75.0
1200,47.0
1170,65.0
1125,45.56
655 - 742,28.57
1250,90.0
1025,27.68
1075,36.0
1900,190.0
1435,45.0
1175,64.98
1464,56.0
900,33.0
585,21.0
3170,230.0
1602,170.0
1220,42.0
2500,350.0
2145,180.0
960,58.0
907,38.0
1210,74.0
900,150.0
1230,70.0
1350,75.0
1150,58.0
1404,53.35
1050,48.0
1020,155.0
1285,56.0
1018,50.8
1200,57.0
1115,50.0
1600,95.0
1480,80.0
2500,125.0
480,25.0
1435,53.0
450,60.0
600,23.0
1590,85.0
800 - 2660,28.545
936,40.2
1181,75.0
1741,80.0
1750,123.0
1050,42.7
1027,60.0
596,22.0
3463,310.0
1600,70.0
2790,198.0
1000,60.0
1120,44.24
1200,85.0
1200,35.0
1570,110.0
1500,135.0
1315,140.0
1140,33.84
1105,90.0
1200,34.65
905,62.0
2400,350.0
1185,50.0
1083,100.0
1458,60.0
1555,75.0
1200,45.0
1308,58.86
1024,44.0
1194,47.0
1450,75.0
1639,120.0
1870,138.0
1232,87.0
1719,184.0
975,24.86
2000,130.0
1230,79.0
1350,140.0
1076,67.0
2400,125.0
995,34.82
2120,177.0
2400,460.0
850,78.0
1096,40.55
1107.83,41.51
505,85.0
1320,115.0
1408 - 1455,72.02
1320,99.26
2901,190.0
1315,65.0
1000,44.0
1596,79.8
1750,130.0
2403,270.0
1350,47.25
4050 - 4075,341.0
1175,79.0
921,29.47
4000,1100.0
1713,125.0
1200,43.0
1900,90.0
1664,68.0
1795,139.0
600,19.5
1240,65.0
1965,132.0
600,99.0
4111,370.0
1200,59.76
1112,68.0
3000,60.0
1136,64.5
914,55.0
1270,50.79
1050,47.25
1385,68.5
990,35.0
845,43.0
1485,96.51
1460,43.79
1450,57.0
1360,53.0
1375,58.0
1125,48.0
720,60.0
1460,100.0
1107,40.0
1158,75.0
800,30.0
600,90.0
1760,128.0
3200,200.0
600,145.0
1350,60.0
600,100.0
1125,32.49
1706,154.0
1600,112.0
1200,90.0
1755,101.0
1200,50.0
1200,67.0
1266.67,69.0
1800,90.0
1200,275.0
1300,64.0
800,60.0
4800,550.0
942 - 1117,50.855
1128,40.0
2000,160.0
1210,80.0
2710,142.0
1151,39.0
7500,1700.0
1464,56.0
1017,27.0
920,40.0
1200,180.0
1000,140.0
1750,86.5
1163,65.0
1650,110.0
1800,95.0
1100,58.0
1200,60.0
1410,65.0
1933,98.0
1200,45.6
1608,63.0
2679,280.0
1156,46.9
1230,75.0
770,43.82
1777.26,105.0
1339,85.0
3044,183.0
1080,44.8
3150,145.0
2400,135.0
1450,72.0
1075,53.0
1163,62.0
1200,65.0
1200,135.0
3090,325.0
1299,100.0
1130,32.63
1170,75.0
1750 - 2640,152.0
2600,175.0
1140,43.32
1900,125.0
1090,31.48
1110,39.95
705,57.0
1089,60.0
880,48.0
1080,32.0
1093,68.1
1480,75.48
1703,125.0
1200,60.0
1690,116.0
1305,78.0
1257,40.22
1150,45.0
1194,55.0
2000,90.0
1500,99.0
1025,42.5
980,38.19
1200,100.0
2225,149.0
1022,57.0
882,72.0
1153,45.0
1175,60.0
1560,68.0
650,17.0
600,65.0
1350,55.0
1200,76.0
1200,54.0
800,25.0
2093,104.0
1320,55.44
1275,73.0
1215,43.13
1130,45.2
1444,71.5
950,38.0
1000,90.0
1240,59.52
600,125.0
1231,50.0
1300,120.0
1713,110.0
1200,53.33
3004,158.0
1310,46.0
790,49.5
1744,200.0
1605,100.0
1250,82.0
2476,337.0
1260,76.0
1615,175.0
1180,56.0
1255,50.19
1025,53.9
1877,150.0
1649,150.0
2600,675.0
2500,125.0
1542,98.0
1418,105.0
1012,42.0
1200,65.0
1115,43.0
1680,95.0
1171,72.0
1027,68.62
1700,75.0
1090,38.15
1232,74.0
766,28.0
1200,180.0
525,27.0
142.61Sq. Meter,109.0
1452,41.0
1254,65.0
3600,110.0
1593,118.0
1333,77.27
1100,110.0
1375,54.99
1650,82.0
1430,51.48
940,54.0
435,21.0
1160,36.54
1500,77.5
1890,100.0
1050,70.0
1200,220.0
1027,43.0
1390 - 1600,61.28
3000,235.0
1459,95.0
1711,85.61
1250,98.0
645,16.45
875,57.0
1334,67.0
1140,32.92
1115,50.0
1200,200.0
1776,190.0
2072,160.0
1600,170.0
1200,115.0
920,39.0
598 - 958,25.29
1310,95.0
1631,80.0
525,27.5
1395,82.0
2000,105.0
1232,66.0
1075,55.0
1205,70.0
1200,165.0
2340,129.0
1179,55.0
1013,51.0
1160,40.6
1500Cents,290.0
1200,62.5
1200,80.0
1255,50.19
1100,145.0
1069,55.0
1200,99.0
1400,285.0
1065,55.0
1395,75.0
1725,165.0
1007,43.0
1436,55.0
4250,150.0
1645,117.0
1200,58.0
940,43.61
4300,175.0
2850,343.0
1740,191.0
1194,47.0
3761,650.0
1829,125.0
1800,178.0
1000,60.0
5720,350.0
800,98.0
675,15.0
1390,95.0
1500,104.0
2047,136.0
1202,79.0
1012,59.0
2132,80.0
1350,340.0
605,40.0
1331,88.0
1200,69.0
1150,250.0
1200,136.0
1800,300.0
600,50.0
1280,49.0
1007,62.0
1370,61.0
925,35.0
1500,75.0
450,12.5
1200,140.0
1341,95.0
1350,47.25
992,60.0
1163,68.0
1229,70.0
600,39.0
1219,61.26
1525,99.13
1147,60.0
1412,88.0
1200,215.0
1044,34.77
1190,63.0
1240,65.0
1352,65.0
1100,55.0
1330,39.9
1700,111.0
1355,67.0
1200,46.0
400,25.0
1342,70.0
1615,50.87
1340,65.0
1200,54.0
400,55.0
1080,52.0
1600,31.0
1200,34.0
2700,150.0
1780,110.0
1605,65.0
7200,1584.0
646,65.0
1200,80.0
900,49.0
1830,88.0
690,83.0
650,500.0
1800,68.0
715,32.0
1230,31.37
1065,42.59
1350,185.0
1080,149.0
900,65.0
946,45.0
1500,60.0
1711,110.0
1200,160.0
950,25.65
1656,80.0
1075,46.76
1752.12,133.0
6000,220.0
1540,85.0
600,125.0
665,32.0
1665,110.0
1145,54.0
1185,41.0
1200,190.0
1693,125.0
2456,220.0
2559,403.0
1155,40.6
1610,64.4
1200,56.58
1530,185.0
1709,80.0
600,60.0
2700,290.0
840,150.0
1400,50.0
1200,42.0
1439,57.23
1375,72.0
2990,416.0
1200,75.0
1315,75.0
1500,40.0
3600,200.0
1178,82.0
1430,59.0
1400,65.8
1093,72.0
1200,45.0
5000,360.0
1200,130.0
2210,156.0
1150,70.0
1435,60.0
600,100.0
1173,78.2
1140,39.0
1717,120.0
1325,65.0
1370,67.0
1025,90.0
1409,62.0
1200,52.0
1200,53.5
1740,130.0
1232,88.0
1200,36.0
5924,625.0
1250,50.0
1475,171.0
2100,85.0
552,23.5
1065,42.59
1000,130.0
1225,65.0
650,16.0
1067,52.0
1364,56.0
1750,75.0
1240,71.0
1200,75.0
1540,75.0
1504,102.0
1116,49.8
2365,175.0
1308,37.0
864,45.0
1200,139.0
1069,38.0
1333,100.0
1800,145.0
6136,550.0
1698,107.0
1275,43.6
1060,48.0
1160,49.0
1484,65.0
675,70.0
1200,325.0
1310,66.0
1806,370.0
3000,240.0
2145,165.0
1693,125.0
1230,60.0
1200,145.0
1310,37.83
1150,60.0
1385,66.5
1066,52.5
2293,80.26
720,81.0
1625,92.0
1246,67.4
2100,252.0
2400,250.0
3900,195.0
1000,70.65
907,38.0
3500,138.0
1395,79.0
1180,50.0
1903,140.0
1175,47.0
1272,51.5
1490,92.0
1144,67.0
2400,140.0
1143,53.0
2500,190.0
1216,75.0
1044,60.0
1352,93.0
1552,75.0
1785,120.0
810,34.5
1650,51.98
1595,70.39
1060,35.0
1410,65.0
1523,56.0
1591,122.0
1640,84.0
450,16.0
1305,60.0
1590,54.0
1240,45.0
1200,54.0
1100,41.16
1180,128.0
1115,50.0
845,33.0
1567.2,190.0
1310,45.0
26136,150.0
959,42.5
1200,140.0
883,37.0
1050,55.5
1390,70.21
132Sq. Yards,46.0
1280,69.0
1280,150.0
1614,95.0
1000,58.0
1196,57.9
1220,57.0
950,31.95
2400,325.0
1141,55.0
1200,51.0
1380,55.0
855,32.0
645,16.45
922,36.0
1200,43.2
1240,65.0
1070,42.0
1293,75.0
1380,50.0
1599,80.0
967,41.1
1885,90.0
860,65.5
1075,19.5
1050,63.5
1595,88.0
1350,102.0
1204,45.0
2990,240.0
1035,49.0
1000,29.95
1457,85.0
1194,47.0
1100,66.0
1655,120.0
1691.2,115.0
1215,46.1
1010 - 1300,50.125
1639,129.0
1685,135.0
1008,180.0
1100,38.0
2122,125.0
1050,47.0
1230,45.0
1240,60.0
1252,65.0
1374,88.0
500,30.0
1200,225.0
1355,83.87
1040,45.0
1350,68.0
4003,300.0
2400,135.0
1560,90.0
1151,43.16
1360,47.59
1250,60.0
1110,29.97
1015,50.0
1351,78.0
960,50.0
1110,52.0
1680,72.0
2400,180.0
11000,2000.0
1350,48.6
1254,47.0
1255,115.0
1051,61.0
1200,205.0
1099,65.0
2650,199.0
2000,160.0
1541,130.0
1200,70.0
1125,45.0
1650,85.0
834,62.0
1320,60.0
1200,149.0
1000,160.0
1500,74.0
4400,500.0
2Acres,125.0
600,52.0
1180,70.0
1010,50.0
1070,38.0
1580,105.0
1200,325.0
2000,165.0
1920,130.0
1200,76.0
1040,45.0
1430,90.0
1215,52.85
650,70.0
1564,105.0
800,52.0
750,58.0
1200,60.0
1128,48.79
1200,44.4
2000,135.0
2750,260.0
2400,480.0
1650,105.0
1235,148.0
1200,55.0
900,100.0
985,42.0
1475,63.0
3450,348.0
1157,53.99
900,35.0
2500,120.0
1030,60.0
1000,46.0
3800,325.0
4260,333.0
1950,175.0
1570,65.94
1283,68.0
875,40.0
1200,52.0
2700,500.0
2400,180.0
1250,68.75
3630,196.0
990,37.62
1199,85.0
1280,90.0
2750,413.0
1190,55.0
1100,60.0
2075,175.0
1133,55.0
2400,140.0
1280,69.0
1250,65.0
1565,49.3
1900,65.0
1080,45.0
600,47.0
1240,180.0
1335,87.0
1246,67.3
3103 - 3890,237.5
1385,55.0
1578,73.9
1140,46.0
1700,79.9
1050,90.0
1120,70.0
435,22.0
1116,51.89
1480,95.0
1000,50.0
1145,46.0
800,32.0
1265,83.0
1450 - 1950,88.2
1475,70.0
1265,55.0
1200,58.0
2180,210.0
1080,50.0
2023,130.0
2400,125.0
1545,66.0
1804,166.0
1200,200.0
1350,58.0
1108,74.23
1730,115.0
1427,70.0
935,35.53
1073,31.77
960,37.0
2215,150.0
1125,32.49
1230,55.0
1438,89.0
1080,75.0
1200,125.0
1200,103.0
1590,58.0
1350,68.0
1400,48.0
1560,72.0
1810,57.0
2274.24,160.0
1484,74.18
1650,220.0
1455,55.0
2280,184.0
4900,980.0
2079,220.0
1351,74.0
1223,42.81
1430,61.0
3589,400.0
1310,37.83
1800,300.0
1120,175.0
984,55.0
1770,100.0
900,105.0
1350,120.0
1447,75.97
1140,60.0
1170,34.0
1160,46.39
1296,89.0
1570,80.0
1495,65.0
1530,67.0
900,140.0
1800,70.0
1088,48.0
1533,98.18
1100,68.0
1540,90.0
1244,48.0
1040,68.59
1034,101.0
1260,39.69
1180,41.3
1245,100.0
1350,75.0
1464,56.0
470,10.0
920,60.0
2300,160.0
1124,30.35
2095,109.0
1100,71.42
1019,58.0
1756,128.0
1280,50.0
1200,125.0
1700,150.0
2134,118.0
1369.1,98.0
600,69.0
1313,150.0
2515,155.0
2215,154.0
1440,72.0
1186,55.33
1350,47.24
1800,140.0
1600,79.0
1000,35.0
2275,285.0
1305,59.0
1740,150.0
900,90.0
1567,140.0
1082,45.5
1050,80.0
1200,56.0
3500,185.0
1220,52.0
1970,164.0
2665,350.0
2130,120.0
1749,120.0
1260,108.0
1100Sq. Meter,48.0
1170,120.0
1670,75.0
2264,168.0
3500,450.0
1100,55.0
674,19.9
1320,160.0
600,85.0
1125,65.0
1125,44.5
700,29.0
1300,75.0
1600,83.0
1052,60.0
1140,145.0
1130,36.0
1140,225.0
2200,220.0
1500,63.0
1350,47.25
1230,52.0
1520,85.0
525,26.25
1040,61.0
1300,67.0
2690,201.0
780,70.0
1140,51.2
1225,33.08
646,25.84
1600,150.0
1890,125.0
1050,34.0
1200,100.0
1458,62.0
1200,86.0
1970,160.0
1808,80.0
1007,67.0
1105,50.0
1700,150.0
1170,50.0
1080,45.0
1150,62.0
1200,57.9
1200,54.0
1656,75.0
600,87.0
1040,50.0
1085,33.7
1215,49.75
2150,115.0
1100,120.0
1210,77.0
1050,55.0
600,70.0
1920,150.0
1250,50.0
947.55,80.0
1421,90.0
1050,155.0
1425,74.31
1162,58.0
905,60.0
914,32.0
1258,58.0
1100,220.0
3500,289.0
2400,450.0
4200,800.0
1537,70.0
1230,53.51
2400,300.0
2250,200.0
2000,69.0
3000,130.0
2600,325.0
3200,250.0
950,32.0
4000,200.0
1282,48.72
1304,111.0
2100,200.0
1220,49.0
1636,85.0
1415,65.0
15Acres,217.0
1728,125.0
1680,125.0
1235,140.0
900,115.0
3990,260.0
1495,83.0
1500,175.0
2501,138.0
381,28.0
3301.8,570.0
2002,120.0
3200,260.0
1200,70.0
1500,235.0
1942,90.0
1450 - 1595,60.75
660,95.0
1200,170.0
1450,90.0
1039,50.0
1210,80.0
995,24.88
1620,90.0
3204,395.0
3408,260.0
1314,55.0
945,33.0
1374,72.0
1603,113.0
1230,52.0
670,50.0
1864,105.0
2500,100.0
1625,54.0
1186,55.0
1500,382.0
770,39.9
1085,45.0
3754,480.0
1893,115.0
600,65.0
1496,78.0
1305,33.28
1550,82.0
1200,58.17
1494,94.55
1286,69.0
600,100.0
1860,95.0
425,750.0
1243,45.0
1200,75.0
1044,32.0
1040,41.59
1125,36.94
3489,662.0
1278,59.0
2400,98.0
1250,43.0
2400,125.0
4166,560.0
1210,75.0
1200,110.0
1157,57.84
1185,51.15
1450,100.0
1859,121.0
1763,262.0
900,25.0
1305,60.0
1200,100.0
763 - 805,35.285
5000,400.0
1150,36.8
1806,85.0
1027,42.0
1002,40.08
1220,36.21
1109,35.22
1002,40.08
1308,89.04
1232,69.6
1027,44.0
1250,65.0
900,170.0
960,80.0
1255,53.87
1434,84.0
925,30.0
1858,123.0
1205,70.0
1500,90.0
1200,200.0
1020,48.95
965,56.0
1800,270.0
1200,90.0
1636,82.89
1724,125.0
1216,67.0
654,36.25
2460,80.0
1190,41.0
1200,180.0
1636,92.0
1195,73.0
2400,251.0
1250,67.0
1452,90.0
1546,95.0
3307 - 3464,142.0
1440,275.0
2260,80.0
2700,90.0
1475,171.0
3000,150.0
375,26.0
1007,66.0
1.26Acres,125.0
5422,1900.0
1020,47.0
1000,150.0
800,59.5
1200,95.0
1125,55.0
1150,140.0
909,43.0
2850,240.0
1400,85.0
1152,61.0
958,34.49
1150,55.0
2990,173.0
1310,85.0
1590,126.0
1645,110.0
1800,100.0
1795,150.0
1100,35.0
620 - 934,38.535
925,70.0
1542.14,120.0
3746,375.0
1430,54.0
1020,55.0
750,42.0
1140,32.92
967,45.0
2470,203.0
850,35.5
1100,32.0
1697,110.0
1250,47.0
1120,50.0
1200,95.0
5100,375.0
2400,480.0
1200,52.0
1100,44.0
1417,76.0
1492,88.0
1498,79.15
3500,350.0
1010,48.27
1255,53.5
1050,35.0
1847,125.0
1200,55.0
982,37.28
2144.6,145.0
750,36.5
919,35.0
1087,54.3
1480,74.0
1180,52.0
2100,255.0
1221,65.0
1194,46.0
2072,122.0
1600,69.0
2200,98.0
1640,220.0
1253,81.5
1061,54.92
1950,115.0
1250,68.0
1585,80.0
1452,60.98
1015,37.0
2462 - 2467,118.0
1125,56.8
1116,40.0
400,35.0
4000,325.0
3900,410.0
1300,100.0
1419,60.42
1310,55.0
2072,152.0
1240,58.58
1565,98.91
1820,89.0
2500,88.0
3657,310.0
1245,62.0
1315,65.0
1410,73.0
1375,60.0
1299,95.0
993,45.5
1200,45.0
985,156.0
2400,180.0
1255,95.0
1655,131.0
2830,190.0
6000,276.0
550,15.0
825,40.0
1634,111.0
1200,105.0
1222,80.0
1500,63.0
1890,100.0
3750,375.0
850,39.5
1295,78.5
1320,100.0
950,179.0
1200,225.0
3000,170.0
1197,82.0
1320,60.0
1180,98.5
840,57.6
540 - 740,19.83
1693,71.38
1000,62.0
1305,70.0
450,18.0
705,57.0
750,75.0
4800,150.0
5000,600.0
5000,425.0
1991,104.0
1779,90.0
10200,1250.0
870,38.0
1595,120.0
525,26.0
945,120.0
2400,420.0
2000,138.0
1614,93.0
1200,40.0
1150,46.0
3200,440.0
1610,80.48
1190,41.0
1050,50.0
4800,420.0
1460,97.0
3400,400.0
600,33.0
1569,70.0
2600,147.0
645,42.5
1200,180.0
800,95.0
800,80.0
1350,90.0
2780,325.0
1410,45.12
1109,35.47
2000,1063.0
800,72.0
1215,68.0
1230,250.0
2273,192.0
1255,52.76
1020,49.0
1225,82.0
1120,60.0
2400,625.0
1225,69.0
5200,242.0
4000,700.0
1984,145.0
2425,197.0
1200,56.12
1127,45.0
1655,97.0
500,14.0
1200,68.38
1000,43.0
1225,47.88
1350,45.0
600,95.0
1175,49.0
655,27.0
1311,84.86
600,90.0
1000,38.5
1196,96.0
1050,59.0
1275,52.0
927,50.0
1520,61.0
2400,395.0
1333,104.0
600,18.0
1326,34.8
1618 - 1929,85.125
1370,125.0
1100,85.0
1650,100.0
1917,132.0
780,75.0
950,58.11
1175,48.72
1089,43.55
1804,175.0
1257,68.5
650,19.87
1850,150.0
2800,200.0
945,40.0
1161,63.85
1630,51.35
1310,60.0
750,28.0
1200,67.77
1000,45.0
4000,225.0
1315,70.0
1370,90.0
1200,150.0
1465,90.0
20000,175.0
1128,64.0
1250,70.0
1645,117.0
1284,75.0
2600,199.0
1820,150.0
1580,73.0
2650,125.0
1215,68.0
1075,40.0
1400,78.0
1400,55.0
845,30.0
2600,40.0
3508 - 4201,385.5
800,85.0
1199,85.0
1175,43.48
2400,270.0
1767,109.0
1800,90.0
1856,135.0
1200,140.0
1613,150.0
6830,795.0
1290,90.0
1375,78.0
985,57.0
1200,200.0
1099,37.5
605,13.31
6000,150.0
3600,160.0
1200,53.0
1000,45.0
1159,38.0
3692,340.0
600,80.0
2400,600.0
1540,78.0
1503,93.0
1850,120.0
1580,60.0
1190,39.25
1200,61.0
1000,250.0
850,19.9
2180,285.0
2500,60.0
1200,56.12
1500,52.0
1200,180.0
1880,120.0
1150,45.0
4408,344.0
924,35.11
7800,385.0
600,100.0
750,95.0
1962,175.0
1200,240.0
1765,77.27
1174,29.35
1894,115.0
960,138.0
1760,142.0
1768,95.0
1790,97.0
3500,800.0
1200,45.0
2540,160.0
1137,53.4
2249.81 - 4112.19,229.0
1200,115.0
1568,100.0
4900 - 4940,393.5
